,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced
7105,8,70,0,5,4
6360,3,47,0,7,3
3841,7,90,0,9,8
1815,1,95,1,9,0
9489,3,82,0,4,2
9838,6,40,0,5,2
9201,7,86,1,9,6
4653,5,79,1,9,1
8692,6,99,0,9,4
2100,4,85,0,5,3
7711,5,40,0,6,5
1673,3,46,1,6,1
2101,5,65,0,8,9
4213,3,62,0,5,2
6958,5,59,1,9,0
1548,6,41,0,6,4
9550,8,81,1,5,7
3323,9,87,0,4,3
9583,2,81,0,5,8
355,1,83,0,8,0
5184,1,73,0,5,8
1461,2,91,0,7,6
7624,9,54,0,8,2
9385,6,89,0,4,5
3220,8,54,0,6,4
939,6,97,1,7,6
5147,5,60,0,4,2
5923,5,51,1,7,1
7883,1,57,1,6,1
1751,9,41,0,7,5
9468,8,54,1,6,1
7597,2,80,1,4,4
1772,1,52,0,7,0
1196,2,65,1,9,1
1878,2,66,1,6,3
2668,2,77,0,7,5
3171,6,54,1,4,5
2016,9,89,1,4,4
2005,4,56,1,5,2
8272,2,97,1,9,7
3893,5,44,1,9,2
9991,5,97,1,7,4
3237,9,89,1,6,9
4424,4,84,0,5,7
4744,6,68,0,9,6
2078,9,71,1,6,5
5219,6,66,1,7,7
396,4,99,0,7,1
2788,7,90,1,5,7
8877,9,48,0,7,7
8638,4,58,1,6,4
4072,5,42,0,8,8
5574,4,40,1,8,5
8369,5,99,0,5,1
9507,8,47,0,5,0
5355,6,44,0,9,9
7233,2,60,1,9,4
9483,3,90,1,8,2
6820,2,73,0,7,8
1519,2,76,1,8,8
8196,9,53,1,9,6
1378,3,60,1,8,1
5672,2,71,0,6,7
1023,1,72,1,5,8
2587,3,67,1,8,2
7042,2,97,1,9,7
5621,4,99,0,6,2
7637,3,66,1,6,6
5008,6,91,1,4,9
2857,3,65,0,8,0
8254,6,42,1,5,3
5771,2,46,0,6,5
5842,9,54,1,7,3
8027,9,91,1,5,1
5832,6,70,0,6,0
1629,8,71,0,9,6
4888,9,89,0,4,8
4526,4,87,1,9,2
3523,6,40,1,9,7
5904,3,57,0,6,3
7781,2,96,0,4,7
3607,9,53,1,9,1
9418,1,76,1,4,9
5220,7,69,0,5,4
234,9,94,0,8,0
7755,2,78,1,4,2
3796,9,81,0,7,9
4118,8,49,1,6,3
6318,7,69,0,9,3
5001,3,46,1,5,0
3800,1,81,1,4,9
7809,4,89,1,4,9
3899,2,75,0,6,4
5024,7,50,1,5,0
1948,9,88,0,5,6
6361,1,61,1,7,6
470,9,87,1,4,6
9944,3,88,0,8,7
3492,4,54,1,5,9
6091,4,85,1,7,2
2671,8,80,0,8,2
9800,5,77,0,6,1
2224,1,74,0,4,1
1106,6,68,0,6,3
2188,9,59,0,7,4
818,3,99,0,9,0
5571,5,72,1,7,1
4523,6,77,1,9,9
5793,5,86,1,5,1
9381,6,50,0,5,2
8780,7,47,1,9,6
7459,7,42,0,7,2
2624,8,92,0,4,4
7094,7,79,0,7,3
9392,5,76,0,6,6
9916,2,43,1,6,1
9119,5,93,0,6,4
888,8,66,0,6,8
2437,4,62,1,9,3
6056,1,64,0,7,2
7064,9,61,0,5,6
817,5,99,0,8,3
8934,6,52,0,6,4
3414,6,89,0,4,2
6352,6,66,1,4,5
2341,6,64,1,5,1
9029,5,84,1,5,9
3167,2,48,1,8,3
1809,8,78,0,7,0
8035,2,65,0,5,6
1264,3,43,1,7,7
5086,9,67,0,5,5
9675,3,69,0,8,2
5835,1,42,1,9,9
5194,7,77,0,8,7
4449,4,61,1,4,0
4945,9,53,0,9,7
4045,9,41,1,4,9
6503,4,75,0,7,1
3702,9,43,0,7,4
1035,3,57,0,5,4
9256,6,60,0,6,1
5590,4,42,1,9,9
1228,1,80,0,7,1
9999,7,74,0,8,1
6811,8,93,0,7,1
5141,6,92,0,8,2
52,6,81,0,9,9
9067,7,70,0,7,3
8395,6,70,0,9,6
159,2,66,0,6,3
7552,7,99,0,8,7
1587,8,73,1,5,6
1589,6,92,1,7,9
9841,5,49,1,7,0
9328,5,66,0,6,5
6930,2,78,1,7,8
6596,3,76,1,8,1
6174,2,70,0,6,2
8098,3,85,0,5,0
3858,2,61,0,7,8
9814,5,63,1,6,9
6691,6,90,0,6,2
2828,6,49,0,5,7
436,1,53,0,6,8
8274,8,95,1,8,9
8168,6,68,1,4,8
3878,4,60,1,6,0
1588,8,96,1,5,9
2780,4,95,0,6,0
8981,6,79,0,6,9
8561,7,85,1,9,7
5686,8,92,0,8,8
3965,8,46,0,6,0
4727,8,66,0,7,5
973,1,80,0,5,2
1238,2,93,0,4,2
2951,7,47,0,6,6
2342,9,41,0,4,5
6520,2,56,0,9,1
7310,8,45,0,5,3
6046,8,81,1,5,1
2158,4,45,0,8,7
9288,7,79,0,5,9
6589,2,86,0,6,5
1497,2,68,1,8,3
4545,5,51,0,7,3
6465,2,80,0,6,1
4257,9,63,1,8,3
2422,2,86,1,4,7
8564,6,58,1,9,4
5185,9,65,1,4,7
5647,6,47,1,7,6
357,2,41,0,8,8
5242,9,74,1,8,4
8011,8,73,0,5,3
9240,2,46,0,9,8
2092,7,69,0,5,3
5409,7,56,0,4,0
2015,1,96,0,8,2
9059,3,87,1,5,9
4044,6,58,1,5,7
187,4,89,0,7,1
6858,7,76,0,6,8
3655,8,95,1,8,3
3426,3,66,1,8,0
7194,5,79,0,8,0
1381,5,75,0,9,6
7468,9,54,0,8,1
413,1,78,0,6,0
5037,7,82,1,6,6
4897,9,87,1,9,3
3336,4,41,1,6,1
3606,5,46,1,7,9
3175,6,70,1,7,6
2241,3,57,0,9,2
9708,7,47,0,7,9
7796,4,91,1,4,3
256,6,93,1,5,6
8620,5,67,0,8,9
200,1,56,1,4,6
2235,2,98,1,6,3
4743,4,54,1,9,7
1767,4,53,1,5,4
4236,4,49,0,7,7
6729,8,76,1,8,1
8450,1,54,0,4,1
7277,6,56,1,7,1
1572,9,41,0,6,2
24,3,61,0,6,3
3363,4,85,0,4,2
1088,5,46,0,4,6
4674,6,43,0,6,0
2694,3,64,0,5,1
7582,6,71,0,5,1
3398,1,63,1,8,3
3559,5,74,0,8,4
9156,6,76,1,5,8
2841,7,43,1,7,0
2311,3,63,1,6,2
8333,5,77,0,4,2
3234,2,86,0,9,7
4152,6,53,0,5,5
1309,8,74,0,5,5
695,8,75,0,4,3
9859,4,52,1,5,0
3752,3,83,0,8,0
6337,4,90,0,8,1
1227,9,42,1,7,5
1999,3,86,1,4,1
276,3,54,0,8,7
8176,2,44,0,6,3
7664,9,61,0,9,6
5929,4,52,0,5,5
2953,8,51,1,4,9
3637,5,50,1,8,3
3906,7,90,1,6,0
4778,9,94,1,8,5
5845,3,77,0,6,2
9698,5,89,0,7,0
4117,1,98,1,4,6
7030,7,96,0,4,8
1137,5,50,0,4,5
2767,5,57,1,6,7
2334,6,88,1,4,1
7706,2,62,0,5,1
942,7,44,0,4,8
7662,4,97,1,9,7
2490,4,76,1,9,1
9679,9,63,1,4,9
6290,4,70,0,5,4
4935,1,45,0,5,0
3935,4,96,1,4,8
6956,3,71,1,5,9
2384,3,75,0,6,5
115,7,90,1,4,8
1863,2,83,1,4,1
9976,8,93,1,9,8
3119,8,83,1,9,6
4258,2,47,0,5,3
6705,8,53,0,7,1
902,9,77,0,5,4
2819,5,54,1,8,2
3822,2,71,0,7,0
8161,9,62,1,4,5
6890,1,55,1,5,7
9090,7,69,1,4,1
4699,1,45,1,4,0
8918,4,85,1,7,2
3802,5,85,0,5,9
6068,7,46,0,7,8
5810,5,82,0,8,5
3536,6,92,1,6,9
3825,7,67,0,9,3
8642,7,75,0,6,7
8608,1,59,1,5,3
4810,1,95,0,6,9
1946,2,84,0,8,0
8600,2,78,1,5,3
7136,9,63,0,9,5
5335,1,84,1,8,8
3488,5,74,0,4,4
1610,2,84,1,8,1
7461,9,91,1,5,3
8473,4,74,1,5,5
4677,4,53,1,6,5
4959,4,80,0,7,8
5867,4,82,0,6,6
8763,7,62,0,8,8
4761,5,73,0,5,1
2194,3,91,1,9,8
8003,5,86,1,6,4
5701,6,49,1,8,3
5113,9,63,1,9,6
557,3,50,1,8,0
8065,3,58,0,8,4
5139,7,49,0,5,3
1207,1,50,1,7,6
7033,3,41,1,6,1
7309,6,88,1,6,4
1510,7,65,1,6,5
6769,1,66,1,5,9
3829,9,67,1,5,7
3732,7,43,1,5,1
7957,2,70,1,9,9
3211,8,56,1,7,3
3630,6,86,1,4,9
1708,5,61,1,7,0
1845,1,93,0,8,3
266,1,76,0,8,5
5985,2,60,1,9,7
1140,2,90,0,9,7
3162,8,75,1,8,9
6207,7,64,1,5,8
2046,3,85,1,9,8
3730,1,91,0,8,1
1909,2,68,1,7,6
7307,3,54,1,6,6
2660,1,89,0,7,1
656,7,75,0,8,1
6660,4,80,1,5,1
1307,1,42,0,5,9
9429,9,71,1,7,0
998,7,70,1,9,3
7432,1,67,0,7,3
2834,9,91,0,5,8
9178,9,58,0,9,1
5880,1,49,1,5,9
1237,8,66,1,4,4
2151,9,86,0,9,1
7919,9,96,1,7,4
9695,1,67,0,6,8
7189,9,53,1,6,5
8303,1,41,1,5,4
6578,7,63,0,9,6
5091,3,81,0,8,8
2186,6,56,0,9,8
1134,3,84,1,7,0
5004,8,44,0,8,2
7974,3,74,1,8,4
1303,8,87,1,7,8
8468,9,89,0,9,9
1627,1,71,0,9,6
9281,8,97,0,4,9
1522,9,57,1,7,8
9810,3,70,0,5,4
358,6,69,0,5,6
138,9,45,1,8,4
299,2,63,1,4,5
1556,7,58,1,4,5
5099,6,96,1,9,0
382,6,91,1,5,2
8312,5,96,0,4,9
6948,2,44,1,5,9
4857,1,80,1,4,3
3180,6,87,1,9,2
1439,9,74,1,7,9
7269,2,66,0,9,2
5673,1,66,1,7,1
946,8,82,1,4,0
2390,5,82,0,7,3
5498,2,54,1,4,7
7073,1,48,1,6,9
9230,7,42,1,8,1
2721,3,53,1,5,1
1932,9,65,1,9,8
7423,1,73,1,7,4
3236,1,40,0,9,2
3140,9,99,0,5,6
4163,8,59,0,5,3
8888,3,70,1,5,2
3807,1,50,1,5,7
9479,2,73,0,6,0
6983,8,63,0,9,0
8904,7,48,1,9,8
9722,2,43,0,8,6
4154,3,40,0,4,0
4172,8,62,0,9,3
796,9,65,1,8,2
2416,9,63,0,9,5
7170,8,85,1,5,1
6139,4,96,1,4,1
785,6,96,0,8,9
7067,6,77,0,8,2
3158,5,91,1,9,1
123,6,84,0,5,6
9457,4,72,0,8,4
9246,6,87,0,5,2
2172,5,41,1,9,6
2169,6,42,1,5,8
6880,1,70,1,6,9
4009,8,57,1,7,0
9296,9,92,1,7,2
4340,8,71,0,9,1
910,5,81,0,6,5
6268,3,54,1,6,7
7771,3,54,0,7,6
2309,1,87,0,7,5
9658,9,92,1,9,6
3634,6,80,1,5,5
1257,6,60,1,6,8
6591,9,83,1,6,5
4458,9,57,0,9,3
6133,3,94,1,9,3
1178,3,81,0,8,7
4652,4,84,1,4,5
6218,1,50,0,6,6
3650,8,73,1,4,9
442,7,74,0,8,0
3415,9,64,0,4,3
1399,1,45,0,6,7
1457,2,86,0,7,4
7524,5,70,1,6,5
5744,2,48,1,6,2
1054,3,55,1,6,2
8998,9,57,0,5,0
3275,3,65,1,4,6
1463,1,95,0,7,4
3699,3,90,1,4,5
3759,9,83,1,4,2
929,3,88,1,8,3
5511,8,54,0,4,6
6468,5,79,1,5,8
8412,5,72,1,9,2
1829,7,80,1,7,5
2928,7,98,0,6,9
8295,2,73,0,8,9
6538,1,44,0,5,5
4221,8,77,0,4,5
3546,4,70,1,9,2
5598,2,63,1,7,6
8937,6,62,1,5,1
7318,1,85,1,9,7
8350,3,56,1,5,8
2011,9,56,1,7,9
913,6,87,1,4,2
8248,6,65,1,8,4
7265,6,93,0,9,3
3219,5,86,1,8,7
2606,9,52,1,8,0
3264,1,76,1,6,5
4928,6,91,0,6,7
8661,1,89,1,7,5
6564,7,64,1,6,8
8129,4,70,1,6,5
6,7,73,1,5,6
2980,7,80,0,8,3
6583,8,92,0,5,3
3361,1,58,0,6,7
4774,9,56,1,6,6
1943,2,80,1,7,2
7452,4,67,1,6,2
5499,4,74,1,5,0
1635,7,99,1,6,7
1141,3,50,0,9,5
2041,8,50,0,8,7
6703,6,64,1,8,8
7818,2,53,0,4,4
2070,9,98,1,4,5
3134,4,81,1,6,4
5160,7,56,0,9,1
8331,1,63,1,9,2
5275,6,81,1,7,9
2242,5,45,0,7,2
1474,8,63,1,5,0
8590,3,43,1,6,7
1889,3,83,1,4,1
3435,9,58,0,9,1
7593,1,78,0,4,2
7745,4,98,1,4,6
3705,6,52,1,5,0
2021,1,94,0,4,5
4020,4,56,1,9,9
8830,6,86,0,8,5
8443,4,89,1,4,0
3500,3,70,1,8,3
2658,7,86,0,6,4
8456,8,64,1,6,1
6888,7,77,0,9,0
1130,9,73,0,5,5
5557,2,56,0,8,9
7358,7,47,0,7,6
1819,8,57,0,8,5
7538,8,67,1,4,5
9386,9,49,0,8,2
4318,7,60,0,7,7
9604,5,81,0,5,7
4144,4,60,1,5,5
4669,1,46,0,9,9
1236,8,63,0,6,6
5476,7,65,1,8,7
9836,7,41,0,6,9
1856,8,58,0,6,1
2282,4,63,1,5,4
8693,2,84,0,8,9
9320,8,48,0,9,8
4093,8,44,0,8,4
7061,6,99,1,8,5
5200,2,83,1,8,7
6401,6,83,0,5,0
9929,9,58,1,5,1
3421,1,91,0,5,1
9269,5,82,0,9,4
386,4,72,1,8,0
8548,5,85,1,9,5
1628,7,41,0,5,1
3585,7,64,1,7,0
7412,5,65,0,4,9
2714,3,72,1,6,7
7171,9,46,1,8,3
8435,2,52,0,6,0
9321,6,49,1,7,7
5659,3,66,0,8,2
3189,3,82,1,8,0
9968,5,86,1,6,8
4305,3,92,0,8,8
909,1,88,1,4,5
5385,1,59,0,8,5
1996,5,71,1,4,5
1866,1,98,1,5,5
1842,7,42,0,8,2
2497,3,72,1,9,2
201,9,61,1,4,7
7905,1,82,1,6,6
7724,2,72,0,4,1
5054,2,67,0,6,4
5889,7,75,0,4,1
4006,8,71,1,8,7
9901,3,72,1,4,1
2702,5,79,0,8,5
3449,1,68,0,8,3
331,5,84,1,4,3
7139,3,74,1,9,6
8960,7,44,0,5,4
9819,4,49,1,6,4
7176,4,70,1,6,8
2459,2,76,0,9,5
1774,2,82,0,8,0
6628,1,72,0,7,8
7596,1,40,0,5,6
7986,7,65,1,8,9
2686,9,87,0,4,3
9147,5,89,1,5,2
989,2,99,1,6,6
9046,2,71,0,4,8
8348,1,54,1,7,7
8875,5,84,1,5,2
8550,8,70,1,7,3
5806,1,57,1,9,1
8733,6,41,1,9,1
8697,1,95,1,8,1
6574,1,62,1,8,9
3052,7,50,0,5,6
8637,8,99,1,6,7
5462,5,85,0,9,7
173,8,62,0,6,8
4954,8,47,0,8,7
4615,4,51,0,9,6
3321,6,88,1,5,7
7065,2,67,1,4,4
6246,6,42,0,5,0
6745,9,93,0,8,9
3372,4,66,0,8,6
6048,2,51,0,6,6
3311,5,79,0,4,3
7416,9,70,1,9,1
7293,9,92,0,7,0
7584,7,57,0,5,2
9377,5,87,1,6,8
8811,4,91,0,9,9
8160,5,42,0,7,7
4679,5,40,0,6,0
3403,1,40,1,7,6
18,2,54,1,4,9
3691,5,74,1,4,6
8654,6,60,1,9,6
4096,3,53,0,6,2
3628,7,89,1,6,9
8862,4,83,1,7,2
2174,4,55,1,9,7
1356,2,92,0,9,6
5002,2,78,1,5,9
7391,1,65,1,5,0
6922,2,49,1,6,9
5823,6,68,0,7,2
9502,6,64,1,6,8
5670,5,61,1,6,2
3112,3,60,1,5,9
182,1,95,0,8,6
3642,3,44,0,8,8
8857,8,59,1,5,7
1812,9,87,1,7,3
7875,2,74,0,6,2
8497,1,82,0,7,6
4912,8,83,0,9,9
5668,4,85,1,5,5
8542,1,67,0,8,8
1800,6,44,1,7,7
9251,7,76,0,7,3
2429,1,68,0,6,4
5482,1,57,0,5,0
6761,9,69,1,5,6
9839,7,82,0,9,2
9635,7,56,0,9,2
1968,6,98,0,8,2
8339,4,68,0,8,8
8141,2,77,0,9,3
7696,9,85,1,4,0
7541,8,51,1,4,6
4987,3,69,1,6,2
9756,4,86,0,6,8
4650,7,62,0,4,2
1159,2,62,0,5,0
1213,7,55,1,9,1
7336,4,93,1,6,9
1325,2,84,1,9,1
7512,8,85,0,9,2
7580,7,79,0,8,3
4796,7,56,0,6,0
6796,4,44,1,6,5
5808,5,48,0,5,3
5943,7,72,0,8,1
9283,9,98,0,4,1
8144,4,58,1,4,7
1455,6,40,1,4,9
5410,3,56,0,9,3
7129,8,42,1,7,4
8892,7,93,0,6,1
4962,3,97,1,8,0
2800,8,79,1,6,8
1644,9,48,0,9,8
2140,5,66,0,5,5
4536,9,98,0,7,6
4457,9,82,0,5,8
8951,6,86,1,7,5
5586,9,56,0,6,9
4378,3,80,0,5,6
729,9,66,1,9,6
4357,2,74,1,8,3
7748,2,61,0,5,6
6716,5,93,1,4,9
1936,6,95,0,8,7
3793,9,45,1,6,8
3736,1,80,0,7,1
2261,9,95,0,4,2
4005,9,68,0,9,3
1110,6,93,0,6,2
9028,2,81,1,7,6
5480,7,40,1,8,9
2998,1,48,1,5,3
2394,9,60,0,5,5
1185,3,97,1,6,5
2007,4,86,0,6,5
193,4,48,0,5,1
5611,7,61,1,8,0
2901,9,76,0,9,2
578,1,71,1,9,6
6219,6,99,0,4,1
5525,1,71,1,5,2
771,6,95,1,4,9
7839,7,93,1,5,7
2395,8,66,0,6,9
1478,4,48,1,9,6
1846,8,91,1,7,2
9108,4,47,0,6,0
4274,9,40,1,9,4
3740,3,92,1,9,7
4600,5,89,1,5,6
8087,1,88,0,8,5
8710,8,56,1,4,9
6676,7,55,0,4,3
6375,9,62,1,5,3
8124,7,67,0,5,2
9538,3,53,0,8,8
4915,4,59,0,9,6
2073,3,52,0,4,1
4754,7,79,0,5,8
1896,2,62,0,9,7
8552,2,58,0,9,7
6702,2,59,1,6,4
6317,8,96,0,8,3
3659,5,96,0,8,0
6581,5,60,0,9,0
2379,7,52,0,9,4
1447,2,65,0,9,0
342,8,78,1,5,7
5127,8,85,1,4,7
3136,6,56,1,6,4
2527,9,76,1,9,6
727,1,98,0,7,9
4577,7,47,0,6,9
976,2,89,0,6,5
8391,7,80,1,9,7
5443,6,70,0,7,4
9034,2,54,1,6,9
3516,5,49,0,9,1
7975,8,58,0,5,3
9787,1,93,1,9,2
3940,2,94,0,7,5
1299,2,60,0,4,5
9764,6,64,1,4,4
1348,4,60,1,8,2
660,8,75,0,9,7
5886,9,50,0,5,8
1492,8,64,0,5,7
9946,5,74,0,9,4
4589,1,74,0,8,3
8530,9,85,0,8,7
5154,4,99,0,9,3
2315,9,55,0,4,4
9614,9,84,0,4,3
9577,9,85,0,7,9
7024,5,95,0,9,5
1085,8,85,0,6,7
2524,7,59,1,5,4
8968,3,67,0,7,9
5374,3,52,1,4,7
3198,2,64,0,8,0
5751,8,47,1,8,6
4008,8,44,0,4,2
5717,6,63,0,5,5
6657,5,68,1,5,3
9357,8,58,1,5,3
8790,7,42,1,7,5
67,9,48,0,4,3
7923,2,63,0,6,4
40,5,62,0,7,4
2269,9,94,1,7,5
2381,2,60,0,8,2
7341,7,42,1,6,8
9961,7,60,0,7,2
4916,4,63,0,9,3
5322,2,40,1,4,2
5773,9,45,0,7,9
6232,1,53,1,6,1
6963,1,69,0,8,5
3447,4,49,0,4,8
6816,4,50,0,6,3
2367,1,46,0,7,2
7981,1,77,1,6,6
8166,6,99,1,8,7
2512,8,94,1,5,8
9619,2,76,0,6,9
2723,7,77,0,5,2
5948,8,85,1,6,9
9185,1,67,1,7,7
9004,8,71,0,9,4
1143,1,53,1,8,6
9736,1,60,0,5,2
7222,6,93,1,8,0
8292,6,42,0,8,1
9220,6,40,0,6,5
4728,4,61,0,5,3
5494,8,87,0,8,6
5755,4,62,0,8,1
7562,7,60,1,9,3
3789,1,68,0,9,7
2220,4,86,0,4,5
5075,3,70,1,8,1
2331,1,61,1,6,7
5394,4,75,1,8,9
7439,5,70,1,5,3
8067,3,43,1,4,0
7090,9,74,0,9,9
9336,7,62,1,8,0
4088,2,90,1,9,9
1967,4,82,0,8,8
9363,4,93,0,4,9
9796,7,76,1,8,2
6757,4,94,0,8,6
9586,4,96,1,6,1
4365,3,66,1,4,4
6999,6,74,0,4,6
423,4,83,0,7,8
280,1,62,0,5,6
1904,5,87,1,8,0
595,5,99,0,7,5
8579,2,57,1,6,0
3917,9,81,1,9,5
6142,1,88,1,6,1
5661,1,44,0,8,8
5778,6,61,1,6,1
3618,2,88,1,4,6
6845,1,71,0,4,4
839,7,65,0,7,4
4596,1,92,1,6,7
7496,3,58,0,5,8
141,3,88,1,4,4
2597,2,45,0,5,2
6701,7,64,0,8,7
7756,8,98,0,6,7
1377,6,45,0,9,8
3674,5,51,1,7,6
8770,1,74,1,7,0
9895,6,82,0,7,5
6362,8,81,1,9,4
4741,3,95,1,4,4
3808,7,88,1,7,5
1138,3,87,0,6,8
2257,2,52,1,8,1
7865,9,48,1,5,4
1787,3,64,0,7,1
3938,6,49,1,8,9
9316,8,87,1,4,9
4646,4,62,1,4,6
459,4,56,1,5,9
6115,3,94,0,4,6
9542,1,52,1,6,3
948,1,96,1,5,6
3700,4,58,1,7,1
1336,3,89,1,4,1
6370,9,44,0,5,7
4628,7,92,0,8,1
6286,7,65,1,6,7
5925,2,63,1,6,9
5934,7,46,0,9,8
6040,5,84,1,9,5
441,1,99,0,7,5
6659,9,57,0,4,1
1602,5,98,1,8,7
2238,6,41,1,6,0
639,3,89,0,9,7
9820,6,48,0,8,2
3830,3,40,0,8,2
9395,2,70,0,6,9
6144,6,88,1,4,1
7985,6,79,0,5,2
9052,8,52,0,6,1
6344,4,87,1,7,5
2501,2,81,0,6,1
1958,4,84,1,6,9
1070,5,41,0,5,0
155,1,72,1,5,7
2295,4,71,1,6,5
9801,3,55,0,4,8
4578,2,69,0,5,4
1089,7,53,1,9,5
6049,9,57,0,6,0
6415,4,63,0,4,8
2940,9,90,0,8,6
723,6,82,0,4,6
4384,4,69,1,5,1
930,4,52,0,9,5
2909,2,42,0,8,5
7845,9,40,0,4,0
6763,9,80,1,5,7
8388,7,89,1,9,0
6416,5,44,0,9,6
895,4,61,0,6,6
3247,7,61,0,8,6
2326,8,78,0,6,8
7096,2,98,0,9,8
9505,2,46,1,7,9
7581,9,55,0,7,3
9742,6,61,0,5,3
5038,2,98,0,8,8
6450,3,47,1,6,9
4136,5,75,1,5,8
9248,4,96,1,6,9
1715,4,94,1,8,1
1698,6,40,1,6,2
9690,8,43,0,7,5
9549,2,86,1,7,7
9971,2,81,0,4,9
8224,8,75,1,8,7
3831,6,98,1,6,2
6299,6,48,0,7,4
3348,8,67,1,5,4
9518,8,92,1,7,7
985,7,61,0,8,3
1821,8,91,0,8,9
4571,7,62,1,7,9
587,5,74,0,5,7
9757,3,86,1,7,6
5077,4,78,0,4,6
7782,9,88,0,9,6
8323,1,76,1,9,7
9522,4,89,0,6,7
9967,7,93,1,8,6
5483,4,52,1,7,0
7746,7,42,0,7,3
9280,1,44,1,4,9
5514,1,63,1,7,8
9527,1,51,0,8,0
8871,3,71,0,4,0
5553,1,72,1,7,1
3557,3,97,0,9,0
1395,8,61,1,4,2
264,2,66,1,6,3
3547,3,51,1,9,2
6844,6,58,1,7,8
7628,7,41,1,5,6
6788,8,99,0,5,8
3069,5,91,1,8,1
5025,2,57,0,5,9
8396,9,54,1,8,6
3864,7,71,0,8,6
9072,5,55,1,9,1
2400,7,90,0,8,8
6274,1,68,0,4,4
8484,6,60,1,4,3
3711,1,90,0,4,6
246,1,54,0,4,8
1594,5,70,0,4,4
9682,3,69,0,7,8
1529,4,47,0,6,0
8223,6,82,1,9,3
923,5,46,0,6,3
7553,3,84,0,9,3
4364,3,67,0,4,1
669,5,68,1,7,1
3604,1,48,1,9,1
5108,4,93,1,6,5
1910,4,71,1,4,2
8344,2,57,0,9,6
5248,3,50,0,8,4
7183,1,44,0,9,1
3958,4,41,0,4,9
6957,5,52,0,8,9
6026,1,73,1,9,1
5643,5,88,0,4,8
2696,2,64,0,6,9
2591,4,54,0,8,9
5906,1,51,1,6,6
1781,3,71,1,4,5
6509,9,90,0,7,3
3013,1,54,1,4,8
7133,4,99,0,4,9
2307,5,92,0,5,2
7276,7,79,0,5,4
3690,2,68,1,7,2
687,1,44,1,5,7
6011,7,45,1,7,2
7071,9,73,0,7,0
612,3,90,0,9,5
7167,7,69,1,5,7
9205,8,98,0,6,7
3200,5,43,0,6,0
2267,4,95,0,9,6
9781,8,69,1,7,7
6629,1,54,0,9,6
4135,2,95,1,7,5
1898,8,65,0,4,4
9530,4,98,0,6,6
8153,9,57,0,5,3
258,6,83,1,4,7
2924,2,96,0,5,7
9424,8,69,0,9,5
4943,9,84,0,9,3
2822,3,45,0,8,9
6529,1,98,0,9,1
3339,7,87,1,5,4
3525,4,81,0,4,6
4563,1,88,1,8,5
9656,9,71,1,9,5
7908,1,78,1,5,9
5329,1,93,0,7,7
5223,8,74,0,7,7
2285,2,52,0,5,4
6063,4,45,0,6,6
4654,8,96,1,6,4
5000,5,65,1,6,9
6710,3,82,1,8,6
9324,9,53,0,7,9
484,2,52,1,8,8
2211,5,62,0,6,9
5416,4,63,1,5,9
7563,4,83,0,5,7
2555,3,54,0,4,6
7,8,45,1,4,6
3657,7,49,0,7,7
6411,9,58,1,7,3
9164,4,70,1,8,4
4874,7,46,1,8,0
4402,2,54,1,4,1
8916,3,83,0,6,3
5546,8,79,0,8,5
5297,2,99,1,8,1
2426,5,69,1,7,8
6744,7,72,1,6,9
1814,4,53,1,8,1
6822,5,62,1,7,0
9625,9,84,0,9,9
2274,7,43,0,7,2
1011,3,69,1,7,8
1577,1,71,1,5,6
7264,2,90,1,7,0
1067,5,88,0,7,3
1991,5,56,1,5,8
3970,7,58,1,4,1
9073,8,97,0,8,1
5879,7,78,0,4,1
8430,5,65,0,8,4
4542,5,97,1,5,6
9326,9,68,1,4,8
7193,6,73,1,7,9
3867,2,97,0,9,6
9415,8,57,0,9,3
6823,1,92,1,9,7
3048,2,76,1,9,8
781,5,66,1,8,6
6747,8,53,1,8,0
2675,3,75,0,4,5
1749,6,60,0,4,8
6222,6,85,0,8,8
7946,6,95,0,5,6
2791,2,73,1,6,6
6519,3,79,0,6,9
5774,8,95,1,7,3
6357,9,44,1,4,4
4979,3,70,1,7,1
7588,5,94,0,8,8
1091,5,40,1,6,9
6526,6,74,0,6,6
9607,4,64,1,7,2
4627,4,97,1,5,5
2324,1,91,0,6,1
6534,5,99,1,6,0
8971,9,82,0,9,5
5055,9,71,0,5,2
2608,1,83,0,7,2
9020,6,96,0,5,7
2290,1,83,0,7,5
1727,2,51,1,5,1
610,6,86,0,9,5
4666,4,44,1,6,9
8051,9,41,1,8,1
5413,3,79,0,6,0
343,4,86,0,8,9
4683,6,66,1,5,9
8784,9,58,0,6,2
3750,9,57,0,8,6
8453,3,49,1,4,0
9307,3,83,0,4,5
5999,7,84,0,7,0
3215,9,51,0,9,3
97,6,95,1,6,7
7387,1,57,1,6,6
7665,2,87,0,6,9
5176,3,94,0,7,9
7279,3,53,0,6,2
6165,4,94,0,5,9
1537,8,55,0,8,3
3588,3,98,0,9,0
9442,5,72,1,5,0
6985,6,57,1,9,0
3648,1,58,1,7,1
2657,9,83,0,7,5
9826,9,58,1,6,2
1517,4,42,1,7,0
5061,6,61,1,7,2
9349,9,68,1,7,7
4624,9,57,1,5,4
4272,5,76,0,4,8
3669,3,97,1,4,1
6566,6,68,0,9,9
5800,7,52,1,6,9
2090,8,72,1,4,2
7097,7,67,0,9,9
6171,3,90,1,9,9
